beggar,00100,ベガー
verapamil,01010101,ベラパミル
werfer,01100,ベルファー
based,0110,ベースト
pewtanke,0010110,ペウタンケ
pescatora,01101010,ペスカトーレ
pedantic,0101101,ペダンチック
perillaldehyde,0101001101010,ペリルアルデヒド
hosgen,01101,ホスゲン
hopping,010011,ホッピング
onhomme,100010,ボノム
volaille,0100010,ボライユ
bolschewismus,010100101100,ボリシェビズム
oltaren,110101,ボルタレン
vortex,00101,ボーテックス
boronia,010100,ボロニア
vocaloid,0101001,ボーカロイド
buono,0010,ブオノ
bowfin,00101,ボーフィン
borer,0100,ボーラー
oiesis,01101,ポイエシス
oeni,010,ポエニ
postal,01101,ポスタル
porcini,011010,ポルチーニ
ponticum,0110101,ポンティクム
porky,0010,ポーキー
microwave,01101010,マイクロウエーブ
manufacturer,01010100100,マニュファクチャラー
ahdi,110,マフディー
mariachi,0100100,マリアッチ
miasma,00110,ミアズマ
minimalism,010101011,ミニマリズム
muerte,00110,ムエルテ
mulato,01010,ムラート
mousseline,001010010,ムースリーヌ
mezzosoprano,00101011010,メゾソプラノ
methacrylate,01001101010,メタクリレート
medic,0101,メディック
methemoglobin,011010110101,メトヘモグロビン
metropole,01101010,メトロポール
meadow,00100,メドー
moderne,010110,モデルヌ
otocrosser,101101000,モトクロッサー
otley,1100,モトリー
morphing,0010011,モーフィング
achin,1001,ヤキン
yaw,00,ヨー
lyre,010,ライアー
rowel,0011,ラウエル
rugger,00100,ラガー
lactulose,01001010,ラクチュロース
lasting,011011,ラスティング
lassi,0100,ラッシー
lambada,011010,ランバダ
alambique,00110100,ランビキ
lumpy,0110,ランピー
reactive,0011010,リアクティブ
recap,0101,リキャップ
rickettsia,001010000,リケッチア
icotta,10100,リコッタ
resurge,010010,リサージ
reschedule,011001010,リスケジュール
ystrosaurus,1110100101,リストロサウルス
literary,0101010,リテラリー
linuron,010101,リニュロン
rebalancing,0101011011,リバランシング
ewritable,10010110,リライタブル
inger,1101,リンゲル
inden,1101,リンデン
leasing,001011,リーシング
uminoso,101010,ルミノソ
leopard,001001,レオパード
responsibility,0110110101010,レスポンシビリティー
retama,01010,レダマ
rhodium,001001,ロジウム
omana,1010,ロマーナ
loris,0101,ロリス
localize,0101010,ローカライズ
localization,01010101001,ローカライゼーション
rhododendron,00101011101,ロードデンドロン
wayang,01010,ワヤン
allet,1010,ワレット
aye,00,アイ
iconoscope,101011010,アイコノスコープ
isospin,101101,アイソスピン
isolation,10101001,アイソレーション
aorist,01011,アオリスト
akvavit,100101,アクアビット
aquarium,1001001,アクアリウム
acceptability,110110101010,アクセプタビリティー
acrylonitrile,110101011010,アクリロニトリル
accreditation,101010101001,アクレディテーション
acyclovir,10110101,アシクロビル
agile,1010,アジル
aspartame,11011010,アスパルテーム
adelie,10100,アデリー
adobe,1010,アドベ
anagram,101101,アナグラム
animacion,10101001,アニマシオン
anneal,01001,アニール
anecdote,1011010,アネクドート
anode,1010,アノード
avance,10110,アバンセ
patosaurus,010100101,アパトサウルス
africanus,11010101,アフリカヌス
apprendre,10101110,アプランドル
applicator,101010100,アプリケーター
avenir,10101,アベニール
aperto,10110,アペルト
appointer,01001100,アポインター
apostrophe,101110100,アポストロフィ
apolipoprotein,1010101011010,アポリポタンパク
upon,101,アポン
amantadine,101101010,アマンタジン
alam,101,アラム
archaisme,11000110,アルカイスム
alchemy,110010,アルケミー
artisan,010101,アーティザン
lternanthera,10110110010,アルテルナンテラ
llerod,10101,アレレード
aronia,10100,アロニア
uncut,1101,アンカット
underhand,11001011,アンダーハンド
amparo,11010,アンペラ
archaeology,0100001010,アーキオロジー
isola,1010,イゾラ
yips,101,イップス
iterator,1010100,イテレーター
imidazolyl,101010101,イミダゾリル
interpretation,1100110101001,インタープリテーション
integrator,110110100,インテグレーター
intellectual,11011010001,インテレクチュアル
intrecciato,1110100010,イントレチャート
inhibitor,11010100,インヒビター
infant,11011,インファント
improvisation,111010101001,インプロビゼーション
invention,11011001,インベンション
important,11001011,インポータント
whisper,001100,ウィスパー
ita,10,ウィタ
welwitschia,0110100000,ウェルウィッチア
uova,010,ウォーバ
undine,11010,ウンディーネ
exclamation,1110101001,エクスクラメーション
extender,1101100,エクステンダー
extraneal,11101001,エクストラニール
exocytosis,111010101,エクソサイトーシス
example,101110,エグザンプル
echolocation,10010101001,エコーロケーション
escathion,11010001,エスカッション
thica,0010,エチカ
etizolam,1010101,エチゾラム
edgy,100,エッジー
enumeration,1010101001,エニュメレーション
enormis,101101,エノルミス
epiphany,1010010,エピファニー
epaulette,10010100,エポレット
emery,1010,エメリー
elimination,1010101001,エリミネーション
ergonomic,11010101,エルゴノミック
employment,111001011,エンプロイメント
emporos,110101,エンポロス
ocellata,1010010,オケラータ
occasion,0100101,オケージョン
ostomy,11010,オストミー
pso,10,オプソ
omit,101,オミット
oligopeptide,10101011010,オリゴペプチド
orgy,100,オージー
rnithogalum,1010010101,オーニソガラム
awning,01011,オーニング
overshoes,10010001,オーバーシューズ
auricularia,0101010100,オーリクラリア
caiman,00101,カイマン
counting,0011011,カウンティング
quadrille,00110010,カドリール
covering,0101011,カバーリング
caveolin,0100101,カベオリン
kopeika,010010,カペイカ
camino,01010,カミーノ
alligramme,010100010,カリガリ
calici,01010,カリシ
karmijn,011001,カルミン
carronade,00101010,カロネード
campanella,011010010,カンパネラ
gatito,01010,ガティート
governor,0100100,ガバナー
galette,010100,ガレット
xanthophyll,1110010010,キサントフィル
kitaab,01001,キターブ
catfish,011010,キャットフィッシュ
capitalism,010101011,キャピタリズム
can,01,キャン
craque,10100,クラッキ
hlamydomonas,10101010101,クラミドモナス
clerk,1001,クラーク
crisp,1011,クリスプ
chrysoberyl,0101010101,クリソベリル
krta,110,クリタ
critter,101000,クリッター
critic,10101,クリティック
credo,1010,クリードウ
creosote,1001010,クレオソート
clenching,10110011,クレンチング
crotch,10100,クロッチ
roton,0101,クロトン
chromatogram,01010101101,クロマトグラム
hloral,10001,クロラール
chlordane,01011010,クロルデン
gerakan,010101,グラカン
gracias,101001,グラシアス
gravel,10101,グラベル
grissini,1010010,グリッシーニ
griffithianum,101010000101,グリフィッシアナム
gruyere,101010,グリュイエール
reek,001,グリーク
grus,101,グルス
gloomy,10010,グルーミー
glare,0010,グレア
groschen,1010001,グロッシェン
growing,100111,グローイング
chemokine,00101010,ケモカイン
eltic,1101,ケルティック
qere,010,ケレー
ermanist,1101011,ゲルマニスト
gauging,001011,ゲージング
cosmopolitanism,01101010101011,コスポモリタニズム
ocher,1001,コッヘル
commited,0101001,コミッテッド
collaborative,001010101010,コラボレーティブ
kore,010,コレー
coronet,010101,コロネット
congressional,011101000101,コングレッショナル
constellation,011101001001,コンステレーション
contingency,0110110110,コンティンジェンシー
compassion,011010001,コンパッション
confect,011011,コンフェクト
godseffiana,0110010010,ゴッドセフィアナ
scion,0011,サイオン
sinus,0101,サイナス
succubus,0100101,サキュバス
suction,011001,サクション
sabian,01001,サビアン
safflower,01010100,サフラワー
somebody,0101010,サムバディー
syndicalisme,01101010110,サンディカリスム
symboliste,011010110,サンボリスト
circulation,0010101001,サーキュレーション
achertorte,100010110,ザッハトルテ
shaking,001011,シェーキング
chere,0010,シェーレ
citadel,010101,シタデル
cinematheque,01010100100,シネマテーク
shackle,001010,シャックル
chateaubriand,001000110010,シャトーブリアン
siam,001,シャム
charmant,0011010,シャルマン
strasse,110010,シュトラーセ
torche,01010,シュトルヒ
streusel,1100101,シュトロイゼル
schlieren,00100101,シュリーレン
jukhem,01101,シュークヘム
syntax,01101,シンタックス
shiene,00010,シーネ
eymouria,0100100,シームリア
dichloroethane,0101010010010,ジクロロエタン
dyskinesia,011010100,ジスキネジア
dimutase,0101010,ジスムターゼ
disulfiram,010110101,ジスルフィラム
dibutylhydroxytoluene,01010110110111010010,ジブチルヒドロキシトルエン
acobite,101010,ジャコバイト
jasper,01100,ジャスパー
judgemant,01001011,ジャッジメント
apanology,10101010,ジャパノロジスト
jargon,00101,ジャーゴン
julep,0101,ジューレップ
scouting,1001011,スカウティング
scavenger,10101100,スカベンジャー
schizo,10010,スキゾ
cylla,0010,スキュラ
scrape,11010,スクレイプ
scalable,1010110,スケーラブル
stander,101100,スタンダー
starboard,10010010,スターボード
stiffener,10010100,スティフナー
tegodon,010101,ステゴドン
staging,101011,ステージング
statesman,10010101,ステートマン
structuple,110110110,ストラクタプル
structured,111100010,ストラクチャード
streak,11001,ストリーク
storge,10110,ストルゲ
traits,10010,ストレーツ
strongs,110111,ストロングス
storyteller,1010100100,ストーリーテラー
snooze,10010,スヌーズ
spandex,101101,スパンデックス
splicer,110100,スプライサー
pelunker,0101100,スペランカー
spotter,101000,スポッター
smell,1010,スメル
slurry,10100,スラリー
slant,1011,スラント
thrips,01011,スリップス
sulfo,0110,スルホ
swab,101,スワブ
upermotard,100101001,スーパーモタード
sexology,0111010,セクソロジー
cep,01,セップ
sethoxydim,010011101,セトキシジム
seventh,010110,セブンス
cerrado,010010,セラード
ephyrus,100101,ゼフィルス
solaria,010100,ソラリア
sorghum,010101,ソルガム
zonisamide,010101010,ゾニサミド
township,0011001,タウンシップ
tabula,01010,タブラ
tablier,011000,タブリエ
amarisk,101011,タマリスク
tarantella,010110010,タランテラ
damier,01000,ダミエ
dangling,0111011,ダングリング
acha,100,ダーチャ
cherish,001010,チェリッシュ
hicano,01010,チカノ
ibetan,10101,チベタン
chimney,001100,チムニー
chumpi,00110,チュンピ
tyramine,0101010,チラミン
cheat,0001,チート
suglagkhang,0110010010,ツクラカン
tippet,01010,ティペット
teacch,00100,ティーチ
hecodonts,01010110,テコドント
testing,011011,テスティング
terrible,0010110,テリブル
hermos,01101,テルモス
tenth,0110,テンス
tentative,01101010,テンタティブ
tailgate,0011010,テールゲート
ixieland,1101011,デキシーランド
distiller,01100100,ディスティラー
divot,0101,ディボット
dilettantism,01010011011,ディレッタンティズム
dimple,01110,ディンプル
diva,010,ディーバ
deadline,0101010,デッドライン
debugger,0101000,デバッガー
dehydrogenase,010110101010,デヒドロゲナーゼ
debutante,01010110,デビュッタント
debridement,0110101010,デブリドマン
demitasse,01010010,デミタス
dynamis,010101,デュナミス
trousers,1001001,トラウザーズ
trattoria,10100100,トラットリア
transaminase,10110101010,トランスアミナーゼ
transcription,101111011001,トランスクリプション
transcytosis,10111010101,トランスサイトーシス
transparency,10111010110,トランスペアレンシー
tonk,011,トンク
drivability,1010101010,ドライバビリティー
nationalistic,010010101101,ナショナリスティック
nihilistic,010101101,ニヒリスティック
nyaya,1010,ニヤーヤ
neuropathy,001010100,ニューロパチー
nymphet,011001,ニンフェット
nucleocapsid,01100101101,ヌクレオキャプシド
neighbor,0000100,ネイバー
neocolonialism,0010101001011,ネオコロニアリズム
necropolis,011010101,ネクロポリス
necromancer,0110101100,ネクロマンサー
egrito,11010,ネグリト
noema,0010,ノエマ
nomenklatura,01011101010,ノーメンクラツーラ
known,0001,ノーン
housekeeper,0010100100,ハウスキーパー
anukah,10100,ハヌカー
habanera,0101010,ハバネラ
halau,0100,ハラウ
bipod,0101,バイポッド
bilateral,01010101,バイラテラル
bowwow,00100,バウワウ
altica,11010,バルティカ
paddling,0101011,パドリング
panini,01010,パニーニ
pavane,01010,パバーヌ
papain,01001,パパイン
parainfluenza,010011100110,パラインフルエンザ
paraquat,0101001,パラコート
parano,01010,パラノ
parish,01010,パリッシュ
parrot,01010,パロット
perfluorocompounds,00110010100100100,パーフルオロカーボン
histidine,01101010,ヒスチジン
hydroxyzine,0110111010,ヒドロキシジン
village,010010,ビラージュ
vita,010,ビータ
pyrethrin,01010101,ピレトリン
pyrrole,010010,ピロール
founder,001100,ファウンダー
fountain,0011001,ファウンテン
phytol,00101,フィトール
fibroin,011001,フィブロイン
philharmonic,00110010101,フィルハーモニック
ederalist,10101011,フェデラリスト
phenanthroline,0010110101010,フェナントロリン
femto,0110,フェムト
ferroalloy,001000100,フェロアロイ
foggy,0100,フォギー
fortissimo,011010010,フォルティッシモ
forger,00100,フォージャー
fauve,0010,フォーブ
former,00100,フォーマー
flan,101,フラン
butanol,010101,ブタノール
butene,01010,ブテン
butorphanol,0101100101,ブトルファノール
bradykinin,101010101,ブラジキニン
lassreiter,010100100,ブラスレイター
burka,0110,ブルカ
breast,10101,ブレスト
rotchen,010101,ブレートヘン
brocade,101010,ブロケード
brotizolam,101010101,ブロチゾラム
boudoir,001010,ブードワ
pushdown,0101001,プッシュダウン
plasminogen,1011010101,プラスミノーゲン
plage,1010,プラージュ
primidone,10101010,プリミドン
prednisolone,10110101010,プレドニゾロン
procaine,1010010,プロカイン
procalcitonin,101011010101,プロカルシトニン
procurator,101010101,プロクラトル
prodigy,101010,プロディジー
prodrug,101101,プロドラッグ
propria,101100,プロプリア
punto,0110,プント
pourpoint,00110010,プールポアン
hedera,01010,ヘデラ
hemicellulose,010100101010,ヘミセルロース
barebone,0001001,ベアボーン
vapor,0100,ベーパー
vesiga,01010,ベジガ
vegetarianism,010101001011,ベジタリアニズム
belle,0010,ベル
berlingo,0110110,ベルランゴ
berlinetta,011010100,ベルリネッタ
pesco,0110,ペスコ
fennig,01010,ペニヒ
eripheria,10100100,ペリフェリア
pendimethalin,011010100101,ペンディメタリン
hoki,010,ホキ
honky,0110,ホンキー
bottled,010101,ボトルド
bonobo,01010,ボノボ
volcano,011010,ボルケーノ
volta,0110,ボルタ
odophyllotoxin,1010001010111,ポドフィロトキシン
polonium,0101001,ポロニウム
aiasaura,0110010,マイアサウラ
acaca,1010,マカク
macrame,011010,マクラメ
magnesia,0110100,マグネシア
magnetic,0110101,マグネチック
magnetron,01101101,マグネトロン
maquette,0100100,マケット
masker,01100,マスカー
matin,0101,マタン
massager,0100100,マッサージャー
madrigal,0110101,マドリガル
manatee,010100,マナティー
monetarist,010101011,マネタリスト
arquise,110010,マルキーズ
mulch,0110,マルチ
multitrack,110011010,マルチトラック
multipath,11001010,マルチパス
myelin,00101,ミエリン
microsome,01101010,ミクロソーム
mistress,0111010,ミストレス
minim,0101,ミニム
ilanese,101010,ミラネーゼ
miltonia,0110100,ミルトニア
milonga,010110,ミロンガ
mousseux,0001000,ムスー
ouseion,010011,ムセイオン
mucho,0100,ムーチョ
mesa,010,メサ
esser,1001,メッセル
metronidazole,011010101010,メトロニダゾール
menace,01010,メナス
meniscus,0101101,メニスカス
melisma,010110,メリスマ
melodic,010101,メロディック
mozarabe,0101010,モサラベ
modifier,0101010,モディファイアー
monotype,0101010,モノタイプ
unilateralism,101010101011,ユニラテラリズム
ubiquitin,10101001,ユビキチン
ugendstil,10111101,ユーゲントシュティール
usual,1001,ユージュアル
eurythmics,010101011,ユーリズミックス
urailpass,10011010,ユーレールパス
yeoman,00101,ヨーマン
yotropic,1110101,ライオトロピック
rounder,001100,ラウンダー
laesio,00100,ラエシオ
adiosonde,10010110,ラジオゾンデ
uddite,10010,ラッダイト
latebra,010110,ラテブラ
rapid,0101,ラピート
raptor,01100,ラプター
lapel,0101,ラペル
lavoro,01010,ラボーロ
amarckism,10101011,ラマルキズム
ricin,0101,リシン
lithosphere,0100110000,リソスフェア
italin,10101,リタリン
returner,0100100,リターナー
ituxan,10111,リツキサン
literature,010101000,リテラチュア
retailer,0100100,リテーラー
ritonavir,01010101,リトナビル
libre,0110,リーブル
ugol,101,ルゴール
udus,101,ルダス
lieutenant,000101010,ルテナン
evox,101,ルボックス
leghorn,011001,レグホン
respirator,011010100,レスピレーター
retrospective,011011011010,レトロスペクティブ
religion,0100101,レリジョン
raking,01011,レーキング
lakeside,0101010,レークサイド
ladle,0110,レードル
locator,010100,ロケーター
rowing,00111,ローイング
losier,01000,ロージエ
launch,00110,ラウンチ
identify,1011010,アイデンティファイ
aisle,0010,アイル
utarkie,101100,アウタルキー
ouch,010,アウチ
outperform,011001001,アウトパフォーム
uftakt,11011,アウフタクト
accuracy,1001010,アキュラシー
aquatic,100101,アクアティック
acceptance,110110110,アクセプタンス
actinomycin,1001010101,アクチノマイシン
acrinol,110101,アクリノール
grobacterium,10101101001,アグロバクテリウム
ascorbinase,1101101010,アスコルビナーゼ
hasta,0110,アスタ
astron,11101,アストロン
asp,11,アスプ
athleticism,1010101011,アスレティシズム
assemble,0101110,アセンブル
addition,0101001,アディション
atomos,10101,アトモス
attractor,10101100,アトラクター
adonis,10101,アドニス
adobo,1010,アドボ
advocaat,1101001,アドボカート
anamorphosis,10101100101,アナモルフォーシス
anarthria,10110100,アナルトリー
anonyme,101010,アノニム
apadravya,10110100,アパトラビア
aji,10,アヒ
appetizer,01010100,アピタイザー
apocalypse,101010110,アポカリプス
apologist,10101011,アポロジスト
amylose,101010,アミロース
alight,10010,アライト
argent,10101,アラザン
ricept,01011,アリセプト
aryl,101,アリール
arthroderma,1101010110,アルスロデルマ
alpinism,1101011,アルピニズム
arbutin,110101,アルブチン
alprazolam,111010101,アルプラゾラム
arlequin,1101001,アルルカン
lloying,100011,アロイング
allopurinol,0101010101,アロプリノール
aromatic,1010101,アロマティック
ngina,1010,アンギーナ
nseilen,100101,アンザイレン
ngelic,10101,アンジェリック
anthocyan,11001001,アントシアン
androgynous,1110101001,アンドロジナス
unknown,101001,アンノーン
ambient,110011,アンビエント
archaea,010000,アーケア
arbaleste,01010110,アーバレスト
mish,010,アーミッシュ
armory,01010,アーモリー
ikat,101,イカット
yperite,101010,イペリット
illustrated,0101110101,イラストレーテッド
eland,1011,イランド
increment,11101011,インクリメント
ingot,1101,インゴット
internationalism,110010100101011,インターナショナリズム
interlock,11001010,インターロック
ndacin,10101,インダシン
integrate,11011010,インテグレート
indocyanine,1101001010,インドシアニン
impeller,1100100,インペラー
iman,101,イーマーン
without,010011,ウィズアウト
waistbelt,00111011,ウエストベルト
washable,1000110,ウォッシャブル
wanna,0010,ウォナ
ulin,101,ウリン
expansion,11011001,エキスパンション
explosion,11100101,エクスプロージョン
eccentricity,11011101010,エクセントリシティー
ecrevisse,11010010,エクルビス
examiner,1010100,エグザミナー
escada,11010,エスカーダ
estazoram,11010101,エスタゾラム
estimate,1101010,エスティメート
espace,11010,エスパス
eggnog,10101,エッグノッグ
enema,1010,エネマ
ebonite,101010,エボナイト
evolte,10110,エボルテ
emulation,10101001,エミュレーション
ergosterol,110110101,エルゴステロール
ermetismo,11010110,エルメティズモ
erecta,10110,エレクタ
ancient,110011,エンシェント
entitle,110110,エンタイトル
entasis,110101,エンタシス
embankment,110111011,エンバンクメント
aged,101,エージド
oxatomide,11101010,オキサトミド
oxypentalum,1110010101,オキシペタラム
oscillator,100100100,オシレーター
onanism,101011,オナニズム
onaniehole,100010010,オナホール
obtusifolia,1010010100,オブッシフォリア
oratio,10100,オラショ
orifice,101010,オリフィス
alter,1100,オルター
ornithomimus,11010010101,オルニトミムス
angstrom,1111101,オングストローム
ochre,1000,オーカー
ordering,0101011,オーダリング
automat,010101,オートマット
allpaint,0101010,オールペン
assia,1000,カシア
kazoo,0100,カズー
cathode,010010,カソード
cupping,010011,カッピング
cadenas,010100,カデナ
kaffiyeh,0010000,カフィエ
afiya,1010,カフィヤ
cabochon,0101001,カボション
kamerere,0101010,カメレレ
alappa,10100,カラッパ
carnevale,01101010,カルナバル
cancan,01101,カンカン
canzonetta,011010100,カンツォネッタ
kantor,01101,カントル
carbuncle,00101110,カーバンクル
calming,001011,カーミング
calm,001,カーム
eist,011,ガイスト
gaur,010,ガウア
alliot,01001,ガリオット
ganciclovir,0110110101,ガンシクロビル
issling,101011,キスリング
cask,011,キャスク
carriage,0010100,キャリッジ
ueichouphyllum,0110001000101,クエイチョウフィルム
quo,00,クオ
uore,010,クオレ
craftsman,10110101,クラフトマン
hrysanthemum,10101100101,クリサンセマム
clinometer,101010100,クリノメーター
crinoline,10101010,クリノリン
clinker,101100,クリンカー
credenza,1010110,クレデンザ
croise,10010,クロイス
reuzer,01000,クロイツァー
clobazam,1010101,クロバザム
chromatin,01010101,クロマチン
chloride,1100010,クロライド
granite,101010,グラニテ
grub,101,グラブ
glycosyl,1010101,グリコシル
gluconate,10101010,グルコネート
raded,0101,グレーディッド
grapevine,10101010,グレープバイン
glossy,10100,グロッシー
globalist,10101011,グローバリスト
cairn,0011,ケルン
ewandhaus,10111001,ゲバントハウス
gehenna,010010,ゲヘナ
ewurztraminar,101011010101,ゲベルツトラミネール
koine,0010,コイネー
costa,0110,コスタ
omuneros,1010101,コムネーロス
comune,01010,コムーネ
corazon,010101,コラソン
colada,01010,コラーダ
choriogenin,0010010101,コリオジェニン
concise,011010,コンサイス
conditionality,0110100101010,コンディショナリティ
confidence,011010110,コンフィデンス
convection,011011001,コンベクション
coastal,001101,コースタル
coder,0100,コーダー
cortisone,01001010,コーチゾン
sizing,01011,サイジング
cytosol,010101,サイトゾル
sideout,010011,サイドアウト
subscription,01111011001,サブスクリプション
salamander,010101100,サラマンダー
sartoria,0110100,サルトリア
sarvodaya,01101010,サルボダヤ
antngelo,1111010,サンタンジェロ
surfrider,00100100,サーフライダー
seersucker,000101000,シアサッカー
cyanoacrylate,001001101010,シアノアクリレート
haise,0010,シェーズ
cystatin,0110101,シスタチン
sixth,0110,シックスス
sixteen,011001,シックスティーン
sit,01,シット
shipper,001000,シッパー
citric,01101,シトリック
synaptosome,0101101010,シナプトソーム
simultaneisme,010110100110,シミュルタネイスム
chatnoir,0001011,シャノワール
shallot,001010,シャロット
chambray,0011100,シャンブレー
charlatan,00010101,シャーラタン
piegel,00101,シュピーゲル
chmalenbach,0101011010,シュマーレンバッハ
choucroute,000110010,シュークルート
shortbread,000111010,ショートブレッド
chauffeur,00001000,ショーファー
showmanship,0001011001,ショーマンシップ
sirena,01010,シレナ
synthase,0110010,シンターゼ
diisocyanate,00101001010,ジイソシアネート
genotype,0101010,ジェノタイプ
geoid,0011,ジオイド
jigger,00100,ジガー
distoma,011010,ジストマ
dihydropyridine,01011010101010,ジヒドロピリジン
gibberellin,0010100101,ジベレリン
etaime,10010,ジュテーム
jobber,00100,ジョバー
ohns,011,ジョンズ
zircon,01101,ジルコン
diltiazem,01100101,ジルチアゼム
skiing,10111,スキーイング
scrambled,11011101,スクランブルド
scoot,1001,スクート
kepsis,01101,スケプシス
tatice,01010,スターチス
stellar,100100,ステラー
stocker,101000,ストッカー
tock,010,ストック
stomacher,10101000,ストマッカー
strategist,110101011,ストラテジスト
strain,11001,ストレイン
snipe,1010,スナイプ
sneak,1001,スニーク
species,101001,スピーシーズ
spry,110,スプライ
slippy,10100,スリッピー
slingshot,10111001,スリングショット
sulfadiazine,01101001010,スルファジアジン
vezda,0110,ズベズダ
scenic,00101,セニック
senator,010100,セネター
cephamycin,010010101,セファマイシン
semester,0101100,セメスター
sertoli,011010,セルトリ
selva,0110,セルバ
sensationalism,0110100101011,センセーショナリズム
centennial,011001001,センテニアル
semmel,01101,ゼンメル
socio,0100,ソシオ
softcover,01110100,ソフトカバー
solita,01010,ソリター
sorter,00100,ソーター
zopiclone,01011010,ゾピクロン
zona,010,ゾーナ
typography,010110100,タイポグラフィー
tactical,0110101,タクティカル
tuff,010,タフ
tuft,011,タフト
tamoxifen,01011101,タモキシフェン
talc,011,タルク
talon,0101,タロン
tandospirone,01101101010,タンドスピロン
terminate,00101010,ターミネート
dire,000,ダイアー
dilution,0101001,ダイリューション
damsite,011010,ダムサイト
darwaza,011010,ダルワザ
dirt,001,ダート
chesterfield,00110010011,チェスターフィールド
cervo,0110,チェルボ
celesta,010110,チェレスタ
ticlopidine,0110101010,チクロピジン
chipping,0010011,チッピング
chili,0010,チリ
chill,0010,チル
tyrosinase,010101010,チロシナーゼ
yklus,1101,ツィクルス
zeug,010,ツォイク
tiede,0010,ティエド
teeing,00111,ティーイング
tecoma,01010,テコマ
terpenoid,01101001,テルペノイド
telescopic,010110101,テレスコピック
telepathist,0101010011,テレパシスト
telehealth,010101010,テレヘルス
telemarketing,010100101011,テレマーケティング
telemetry,01010110,テレメトリー
telomerase,010110010,テロメラーゼ
tempering,01101011,テンパリング
tapered,010010,テーパード
diem,001,ディエム
disinformation,0101101001001,ディスインフォメーション
disqualifying,011001010011,ディスクオリファイング
detector,0101100,ディテクター
dito,010,ディト
differ,00100,ディファー
defending,01011011,ディフェンディング
ixie,110,デキシー
decrescendo,0110100110,デクレッシェンド
deconstruction,0101111011001,デコンストラクション
decoding,0101011,デコーディング
deci,010,デシ
desperado,01110010,デスペラード
desmopressin,01101101001,デスモプレシン
detachable,010100110,デタッチャブル
efcon,1101,デフコン
debris,01100,デブリ
demonstrator,01011110100,デモンストレーター
topper,01000,トッパー
topoisomerase,010010110010,トポイソメラーゼ
topological,0101010101,トポロジカル
triangular,101110100,トライアンギュラー
tribology,10101010,トライボロジー
rappist,001011,トラピスト
transformation,1011100101001,トランスフォーメーション
triennale,10011010,トリエンナーレ
trimebutine,1010101010,トリメブチン
toluidine,01001010,トルイジン
trueno,01010,トレノ
tolerant,0101011,トレラント
tropic,10101,トロピック
troncone,1011010,トロンコーニ
thrombotest,0101101011,トロンボテスト
tonus,0101,トーヌス
orada,0010,ドラーダ
drifter,101100,ドリフター
dribbler,1010100,ドリブラー
drake,1010,ドレーク
dosha,0100,ドーシャ
dautomn,001011,ドートンヌ
ninth,0110,ナインス
naloxone,0101110,ナロキソン
nangka,01010,ナンカ
nitrocellulose,0110100101010,ニトロセルロース
pneumocystis,00010101101,ニューモシスティス
nudist,01011,ヌーディスト
nutria,01100,ヌートリア
neoclassicism,001101001011,ネオクラシシズム
eoplatonism,0110101011,ネオプラトニズム
nectarine,01101010,ネクタリン
egroid,11001,ネグロイド
ephilim,100101,ネフィリム
nonion,01001,ノニオン
notice,01010,ノーティス
hydrangea,01101100,ハイドランジア
highpass,0001010,ハイパス
hind,011,ハインド
halakhah,0101000,ハラカ
allenkirche,0101101010,ハレンキルヘ
alothane,1010010,ハロタン
fumble,01110,ハンブル
halftone,0101001,ハーフトーン
harvester,00101100,ハーベスター
violent,011011,バイオレント
bicultural,010101001,バイカルチャル
viper,0100,バイパー
bout,001,バウト
bouncing,0011011,バウンシング
baggage,010010,バゲージ
basculante,011010110,バスクランテ
asthi,1100,バスティー
bassdrum,0101100,バスドラ
batiste,010110,バチスト
baryta,01010,バライタ
burr,010,バリ
bulky,0110,バルキー
vardenafil,011010101,バルデナフィル
barosaurus,010100101,バロサウルス
vanguard,0110010,バンガード
berth,0010,バース
urmese,01010,バーミーズ
pilder,01100,パイルダー
paulista,0010110,パウリスタ
pastrami,0111010,パストラミ
pastoral,0110101,パストラル
paternalistic,010010101101,パターナリスティック
punisher,0101000,パニッシャー
pamor,0101,パモール
parametric,010101101,パラメトリック
parallax,0101010,パララックス
panpipes,0110100,パンパイプ
purpose,001010,パーパス
humanistic,010101101,ヒューマニスティック
bialaphos,00100101,ビアラホス
viande,00110,ビアンド
viyella,000010,ビエラ
beguine,010010,ビギン
islama,11010,ビスラマ
vivant,01010,ビバン
vif,01,ビフ
believer,0100100,ビリーバー
vinca,0110,ビンカ
vincristine,0111011010,ビンクリスチン
beastie,001100,ビースティー
beatnik,001101,ビートニク
piatto,00100,ピアット
piezo,0010,ピエゾ
itahaya,100010,ピタヤ
pittori,001010,ピトリ
pina,010,ピニャ
physis,00101,ピュシス
pugilistica,0101011010,ピュージリスティカ
peapod,00101,ピーポッド
faille,00010,ファイユ
pharmacy,0001010,ファーマシー
fixing,01111,フィキシング
fifteen,011001,フィフティーンス
fibril,01101,フィブリル
euilletage,001010010,フィユタージュ
feuilletine,0001010010,フィユティーヌ
phylloxera,000101110,フィロキセラ
phenylbutazone,0010110101010,フェニルブタゾン
phenotype,00101010,フェノタイプ
phenology,00101010,フェノロジー
feria,0100,フェリア
feerie,00100,フェリエ
ferryboat,01001001,フェリーボート
phaeton,000101,フェートン
fable,0110,フェーブル
faire,0010,フェール
forex,0101,フォレックス
hussar,01001,フザール
